	Protein	Protein ID	Protein entry name	Gene name	Protein length	Organism	Protein Existence	Protein name	Protein Probability	Top Peptide Probability	Total peptides	Spectral count Combined	Unique spectral count Combined	Total spectral count Combined	Spectral count Ctrl_acetylated_1	Spectral count Ctrl_acetylated_2	Spectral count Ctrl_acetylated_3	Spectral count GFP_Atg8_acetylated_1	Spectral count GFP_Atg8_acetylated_2	Spectral count GFP_Atg8_acetylated_3	Unique spectral count Ctrl_acetylated_1	Unique spectral count Ctrl_acetylated_2	Unique spectral count Ctrl_acetylated_3	Unique spectral count GFP_Atg8_acetylated_1	Unique spectral count GFP_Atg8_acetylated_2	Unique spectral count GFP_Atg8_acetylated_3	Total spectral count Ctrl_acetylated_1	Total spectral count Ctrl_acetylated_2	Total spectral count Ctrl_acetylated_3	Total spectral count GFP_Atg8_acetylated_1	Total spectral count GFP_Atg8_acetylated_2	Total spectral count GFP_Atg8_acetylated_3	Intensity Ctrl_acetylated_1	Intensity Ctrl_acetylated_2	Intensity Ctrl_acetylated_3	Intensity GFP_Atg8_acetylated_1	Intensity GFP_Atg8_acetylated_2	Intensity GFP_Atg8_acetylated_3	LFQ intensity Ctrl_acetylated_1	LFQ intensity Ctrl_acetylated_2	LFQ intensity Ctrl_acetylated_3	LFQ intensity GFP_Atg8_acetylated_1	LFQ intensity GFP_Atg8_acetylated_2	LFQ intensity GFP_Atg8_acetylated_3	Indistinguishable Proteins	Protein reported by software	Representative protein	Potential contaminant	Leading proteins	Leading potential contaminants	Molecular weight [kDa]	Fasta header	iBAQ peptides	iBAQ intensity Ctrl_acetylated_1	iBAQ intensity Ctrl_acetylated_2	iBAQ intensity Ctrl_acetylated_3	iBAQ intensity GFP_Atg8_acetylated_1	iBAQ intensity GFP_Atg8_acetylated_2	iBAQ intensity GFP_Atg8_acetylated_3	Sequence coverage	Valid	Expression Ctrl_acetylated_1	Expression Ctrl_acetylated_2	Expression Ctrl_acetylated_3	Expression GFP_Atg8_acetylated_1	Expression GFP_Atg8_acetylated_2	Expression GFP_Atg8_acetylated_3	Missing total	Missing Ctrl_acetylated	Missing GFP_Atg8_acetylated	Missing Ctrl_acetylated_1	Missing Ctrl_acetylated_2	Missing Ctrl_acetylated_3	Missing GFP_Atg8_acetylated_1	Missing GFP_Atg8_acetylated_2	Missing GFP_Atg8_acetylated_3	Events total	Events Ctrl_acetylated	Events GFP_Atg8_acetylated	Expression Ctrl_acetylated	Expression GFP_Atg8_acetylated	P-value GFP_Atg8_acetylated vs Ctrl_acetylated	Adjusted p-value GFP_Atg8_acetylated vs Ctrl_acetylated	Average expression GFP_Atg8_acetylated vs Ctrl_acetylated	Ratio [log2] GFP_Atg8_acetylated vs Ctrl_acetylated
20	sp|P00937|TRPG_YEAST	P00937	TRPG_YEAST	TRP3	484	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292	1:Experimental evidence at protein level	Multifunctional tryptophan biosynthesis protein	0.827	0.9945	1	1	1	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	3115177.2	2184010.2	1921620.2	2473149.8	3842832.5	1972764.2	0.0	0.0	0.0	0.0	0.0	0.0		P00937	P00937	False	P00937	False	53.46	sp|P00937|TRPG_YEAST Multifunctional tryptophan biosynthesis protein OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=TRP3 PE=1 SV=2	26	1402843.801854639	756580.0142693614	670251.7813738158	899231.7579160868	1359138.5269761868	698762.4638984175	2.3	False							6	3	3	True	True	True	True	True	True	0	0	0						
21	sp|P00942|TPIS_YEAST	P00942	TPIS_YEAST	TPI1	248	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292	1:Experimental evidence at protein level	Triosephosphate isomerase	1.0	0.999	12	153	153	153	26	28	25	24	25	25	26	28	25	24	25	25	26	28	25	24	25	25	1831229600.0	1306680200.0	649057150.0	1227287600.0	1175755000.0	919844160.0	558576400.0	378548500.0	205629340.0	371262660.0	372893920.0	293487740.0		P00942	P00942	False	P00942	False	26.78	sp|P00942|TPIS_YEAST Triosephosphate isomerase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=TPI1 PE=1 SV=2	12	1786740425.966017	980757447.6757935	490507285.0340784	966851247.6286987	900992559.7070878	705928550.3537128	38.7	True	28.60612305725436	28.648777757882524	27.939840590586233	28.603765577833684	28.005043982851756	28.435782223935337	0	0	0	False	False	False	False	False	False	6	3	3	28.39824713524104	28.34819726154026	0.8501510851937979	0.9965342103788666	28.37322219839065	-0.050049873700778846
22	sp|P00950|PMG1_YEAST	P00950	PMG1_YEAST	GPM1	247	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292	1:Experimental evidence at protein level	Phosphoglycerate mutase 1	1.0	0.999	11	116	116	116	23	19	18	18	19	19	23	19	18	18	19	19	23	19	18	18	19	19	681728060.0	521981630.0	353689820.0	477537340.0	652465800.0	503807600.0	168611540.0	116054750.0	77314490.0	103300880.0	142636500.0	105279176.0		P00950	P00950	False	P00950	False	27.59	sp|P00950|PMG1_YEAST Phosphoglycerate mutase 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=GPM1 PE=1 SV=3	14	570142012.4570413	335815497.16981816	229106965.85354644	322458524.1947644	428563650.90394765	331409090.04646724	40.1	True	26.878071716237432	26.943105178241098	26.528605191236544	26.758177899693248	26.618621916359224	26.95670208824437	0	0	0	False	False	False	False	False	False	6	3	3	26.783260695238358	26.777833968098946	0.9736816006713327	0.9965342103788666	26.78054733166865	-0.0054267271394117245
23	sp|P00958|SYMC_YEAST	P00958	SYMC_YEAST	MES1	751	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292	1:Experimental evidence at protein level	Methionine--tRNA ligase, cytoplasmic	1.0	0.9881	2	4	4	4	2	0	0	0	1	1	2	0	0	0	1	1	2	0	0	0	1	1	7102496.0	4403104.0	3662828.0	3408724.0	6542754.5	4003268.0	3893294.5	2686358.8	2157102.0	2047176.8	3988135.5	2378894.2		P00958	P00958	False	P00958	False	85.62	sp|P00958|SYMC_YEAST Methionine--tRNA ligase, cytoplasmic OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=MES1 PE=1 SV=4	47	1769347.1462242336	843790.5088527452	706744.49932332	685627.9952127793	1280113.2218416252	784412.5699627504	2.3	True	21.441503725237038	21.510095425881918	21.365032669114917	21.10110486860732	21.45813694603246	21.48891690606628	0	0	0	False	False	False	False	False	False	6	3	3	21.438877273411293	21.34938624023535	0.6287831327983346	0.9965342103788666	21.39413175682332	-0.08949103317594265
24	sp|P01119|RAS1_YEAST	P01119	RAS1_YEAST	RAS1	309	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292	1:Experimental evidence at protein level	Ras-like protein 1	0.9598	0.9989	1	4	0	4	0	1	1	1	1	0	0	0	0	0	0	0	0	1	1	1	1	0	5144950.5	3057373.5	2631251.5	3663926.8	5544766.5	2994393.2	0.0	0.0	0.0	0.0	0.0	0.0	sp|P01120|RAS2_YEAST	P01119	P01119	False	P01119;P01120	False;False	34.33	sp|P01119|RAS1_YEAST Ras-like protein 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RAS1 PE=1 SV=2	21	2868545.983043797	1311302.0879506522	1136283.8537688057	1649385.0563750619	2428005.038373816	1313158.8668019688	3.6	False							6	3	3	True	True	True	True	True	True	0	0	0						
25	sp|P01123|YPT1_YEAST	P01123	YPT1_YEAST	YPT1	206	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292	1:Experimental evidence at protein level	GTP-binding protein YPT1	0.866	0.9959	1	6	6	6	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	5196560.0	3069318.5	3056531.0	3117113.0	3881838.2	2919953.2	0.0	0.0	0.0	0.0	0.0	0.0		P01123	P01123	False	P01123	False	23.2	sp|P01123|YPT1_YEAST GTP-binding protein YPT1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=YPT1 PE=1 SV=2	14	4345980.97114231	1974637.9159933666	1979905.8492758041	2104839.9225248327	2549734.7925522053	1920771.010580766	4.4	False							6	3	3	True	True	True	True	True	True	0	0	0						
26	sp|P02293|H2B1_YEAST	P02293	H2B1_YEAST	HTB1	131	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292	1:Experimental evidence at protein level	Histone H2B.1	1.0	0.999	4	31	0	31	5	4	5	6	6	5	0	0	0	0	0	0	5	4	5	6	6	5	122110410.0	79126880.0	47987252.0	84131320.0	92966330.0	54733776.0	73273736.0	42438280.0	27423196.0	44103144.0	52340628.0	32565938.0	sp|P02294|H2B2_YEAST	P02293	P02293	False	P02293;P02294	False;False	14.24	sp|P02293|H2B1_YEAST Histone H2B.1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=HTB1 PE=1 SV=2	9	158858365.6054817	79187217.4705015	48353413.75771743	88370997.10141212	94988010.97538611	56006784.37684465	27.5	True	25.67573651779457	25.49173769726408	25.033263084993585	25.530278765990946	25.172281848084364	25.26391767218911	0	0	0	False	False	False	False	False	False	6	3	3	25.400245766684076	25.322159428754805	0.707852262538687	0.9965342103788666	25.36120259771944	-0.07808633792927111
27	sp|P02309|H4_YEAST	P02309	H4_YEAST	HHF2	103	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292	1:Experimental evidence at protein level	Histone H4	1.0	0.998	2	3	3	3	0	0	1	0	2	0	0	0	1	0	2	0	0	0	1	0	2	0	8621512.0	5851498.5	414003.06	8036723.5	22199048.0	8639402.0	10686585.0	6041712.5	0.0	7094973.5	13334698.0	7394553.5		P02309	P02309	False	P02309	False	11.36	sp|P02309|H4_YEAST Histone H4 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=HHF2 PE=1 SV=2	6	16824109.902276732	8783940.75909122	625743.1012242932	12662583.96617367	34022695.34142829	13260508.23605374	16.5	True	22.89824124147399	22.679400950406013	19.38935335950938	22.894266461400417	23.199535765227186	23.125088832676518	1	1	0	False	False	True	False	False	False	5	2	3	21.655665183796458	23.072963686434708	0.18030077636309158	0.9965342103788666	22.36431443511558	1.4172985026382499
28	sp|P02406|RL28_YEAST	P02406	RL28_YEAST	RPL28	149	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292	1:Experimental evidence at protein level	60S ribosomal protein L28	1.0	0.999	12	144	144	144	25	24	19	24	27	25	25	24	19	24	27	25	25	24	19	24	27	25	2158165800.0	1719221000.0	995684160.0	1331139300.0	1569865300.0	1557201500.0	640180860.0	456924960.0	269701000.0	394406940.0	477995970.0	421109220.0		P02406	P02406	False	P02406	False	16.71	sp|P02406|RL28_YEAST 60S ribosomal protein L28 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RPL28 PE=1 SV=3	9	2807645078.692692	1720531976.0725186	1003281624.8883207	1398220154.1812937	1604004184.593259	1593419183.098185	50.3	True	28.80284798071322	28.920256859757753	28.33115533280783	28.69101029305869	28.363277163401435	28.956676448735113	0	0	0	False	False	False	False	False	False	6	3	3	28.684753391092936	28.670321301731747	0.9504251261231365	0.9965342103788666	28.677537346412343	-0.014432089361189782
29	sp|P02407|RS17A_YEAST	P02407	RS17A_YEAST	RPS17A	136	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292	1:Experimental evidence at protein level	40S ribosomal protein S17-A	1.0	0.999	10	70	0	70	14	12	11	9	13	11	0	0	0	0	0	0	14	12	11	9	13	11	170935090.0	154553780.0	109555544.0	118895040.0	217638780.0	128046936.0	75448450.0	55098836.0	39097436.0	47087572.0	75649030.0	42008172.0	sp|P14127|RS17B_YEAST	P02407	P02407	False	P02407;P14127	False;False	15.78	sp|P02407|RS17A_YEAST 40S ribosomal protein S17-A OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RPS17A PE=1 SV=1	6	333564546.48738694	232007450.3332125	165587244.35243186	187329877.30156162	333557452.84302896	196537613.3011806	66.9	True	25.717931604284146	25.86839335267252	25.54494036615586	25.624743594663702	25.703672197455077	25.63122389864676	0	0	0	False	False	False	False	False	False	6	3	3	25.710421774370843	25.653213230255176	0.6422482174894228	0.9965342103788666	25.68181750231301	-0.05720854411566734
30	sp|P02557|TBB_YEAST	P02557	TBB_YEAST	TUB2	457	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292	1:Experimental evidence at protein level	Tubulin beta chain	0.8841	0.9966	1	1	1	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	434300.38	195376.7	308118.8	0.0	514176.44	0.0	0.0	0.0	0.0	0.0	0.0	0.0		P02557	P02557	False	P02557	False	50.89	sp|P02557|TBB_YEAST Tubulin beta chain OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=TUB2 PE=1 SV=2	15	338999.34599502024	117315.40961733052	186281.92116020378	0.0	315214.7492065458	0.0	1.8	False							6	3	3	True	True	True	True	True	True	0	0	0						
31	sp|P02829|HSP82_YEAST	P02829	HSP82_YEAST	HSP82	709	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292	1:Experimental evidence at protein level	ATP-dependent molecular chaperone HSP82	1.0	0.9988	28	10	10	181	2	2	1	1	2	2	2	2	1	1	2	2	28	35	22	31	35	30	19453376.0	12067735.0	9803403.0	15548465.0	17224974.0	12103877.0	10902525.0	6804138.0	5577573.5	8873576.0	9514499.0	6890436.0		P02829	P02829	False	P02829	False	81.36	sp|P02829|HSP82_YEAST ATP-dependent molecular chaperone HSP82 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=HSP82 PE=1 SV=1	36	6326920.687738463	3019234.2849275186	2469551.71288329	4083001.8934874907	4399888.699927007	3096347.8075350095	2.7	True	22.927102640297463	22.850855818285773	22.735575892314007	23.216984785122936	22.712550210040256	23.023221069889004	0	0	0	False	False	False	False	False	False	6	3	3	22.837844783632416	22.984252021684068	0.40285599931143506	0.9965342103788666	22.911048402658242	0.14640723805165123
32	sp|P02992|EFTU_YEAST	P02992	EFTU_YEAST	TUF1	437	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292	1:Experimental evidence at protein level	Elongation factor Tu, mitochondrial	0.9055	0.9973	1	4	4	4	0	1	1	1	0	1	0	1	1	1	0	1	0	1	1	1	0	1	18840394.0	10882729.0	6680425.0	10333182.0	10001725.0	7952641.0	0.0	0.0	0.0	0.0	0.0	0.0		P02992	P02992	False	P02992	False	47.94	sp|P02992|EFTU_YEAST Elongation factor Tu, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=TUF1 PE=1 SV=1	24	9191336.138550729	4084135.3216293245	2524274.73422316	4070215.4526267564	3832209.860573152	3051601.878199402	2.1	False							6	3	3	True	True	True	True	True	True	0	0	0						
33	sp|P02994|EF1A_YEAST	P02994	EF1A_YEAST	TEF2	458	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292	1:Experimental evidence at protein level	Elongation factor 1-alpha	1.0	0.999	30	304	304	304	46	48	56	45	69	40	46	48	56	45	69	40	46	48	56	45	69	40	2813162500.0	1974435600.0	2636595500.0	2325708300.0	5223718000.0	1995608400.0	548497540.0	355354080.0	449532800.0	381330700.0	862293060.0	329304770.0		P02994	P02994	False	P02994	False	50.0	sp|P02994|EF1A_YEAST Elongation factor 1-alpha OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=TEF2 PE=1 SV=1	22	1497173214.87008	808339576.7476126	1086837450.9405906	999371876.4158175	2183447023.946929	835372895.152761	53.7	True	28.579853586780157	28.557556870051556	29.06822084729364	28.642368038982244	29.21445697735182	28.601905395324568	0	0	0	False	False	False	False	False	False	6	3	3	28.735210434708453	28.81957680388621	0.7266001159415492	0.9965342103788666	28.77739361929733	0.08436636917775786
34	sp|P04147|PABP_YEAST	P04147	PABP_YEAST	PAB1	577	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292	1:Experimental evidence at protein level	Polyadenylate-binding protein, cytoplasmic and nuclear	1.0	0.999	8	32	32	32	5	6	5	5	6	5	5	6	5	5	6	5	5	6	5	5	6	5	38469680.0	29515968.0	24052966.0	29197656.0	39488970.0	26193588.0	10238521.0	7899748.0	5997463.0	8044265.5	10305105.0	6997524.5		P04147	P04147	False	P04147	False	64.3	sp|P04147|PABP_YEAST Polyadenylate-binding protein, cytoplasmic and nuclear OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=PAB1 PE=1 SV=4	32	14075651.497355187	8307696.129864176	6816515.531226909	8625664.676549803	11347794.02187203	7538288.444453355	15.3	True	22.83644766836586	23.066250048980802	22.840290624374283	23.075429864028838	22.827709818418636	23.045470428964165	0	0	0	False	False	False	False	False	False	6	3	3	22.914329447240316	22.982870037137214	0.6262659969490527	0.9965342103788666	22.948599742188765	0.06854058989689804
35	sp|P04449|RL24A_YEAST	P04449	RL24A_YEAST	RPL24A	155	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292	1:Experimental evidence at protein level	60S ribosomal protein L24-A	1.0	0.999	11	75	9	75	14	15	12	10	13	11	1	2	1	0	3	2	14	15	12	10	13	11	425788500.0	282746400.0	175092290.0	202536910.0	230792430.0	300612740.0	166942530.0	97382300.0	61591330.0	71566056.0	78204870.0	105116780.0		P04449	P04449	False	P04449	False	17.6	sp|P04449|RL24A_YEAST 60S ribosomal protein L24-A OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RPL24A PE=1 SV=1	5	997065830.5585687	509331610.1739703	317570964.46117085	382938240.3101502	424460393.05818415	553688004.9752538	35.5	True	26.863719976697528	26.690031086406925	26.200593649084542	26.22867273554302	25.75160906398831	26.9544749736663	0	0	0	False	False	False	False	False	False	6	3	3	26.584781570729664	26.311585591065878	0.4511642752162508	0.9965342103788666	26.44818358089777	-0.27319597966378595
36	sp|P04456|RL25_YEAST	P04456	RL25_YEAST	RPL25	142	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292	1:Experimental evidence at protein level	60S ribosomal protein L25	1.0	0.999	9	46	46	46	7	8	8	7	9	7	7	8	8	7	9	7	7	8	8	7	9	7	102650900.0	77290560.0	82771020.0	71214130.0	153996830.0	62531500.0	35238490.0	22007294.0	19140592.0	19603286.0	37804324.0	19778312.0		P04456	P04456	False	P04456	False	15.75	sp|P04456|RL25_YEAST 60S ribosomal protein L25 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RPL25 PE=1 SV=4	5	240376865.1950078	139229094.96300521	150124672.2561848	134645154.93703482	283222265.96216506	115174564.73438248	49.3	True	24.619592446550207	24.544353274916357	24.514501818774683	24.360492766821032	24.702901870774202	24.54447319391212	0	0	0	False	False	False	False	False	False	6	3	3	24.55948251341375	24.535955943835784	0.8541961899094634	0.9965342103788666	24.547719228624768	-0.023526569577967393
37	sp|P04801|SYTC_YEAST	P04801	SYTC_YEAST	THS1	734	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292	1:Experimental evidence at protein level	Threonine--tRNA ligase, cytoplasmic	1.0	0.999	6	20	20	20	1	3	4	4	6	2	1	3	4	4	6	2	1	3	4	4	6	2	19330880.0	18456970.0	23319336.0	13919672.0	25350710.0	14173248.0	8863242.0	6499449.5	7494322.0	6440167.5	11065735.0	5170673.5		P04801	P04801	False	P04801	False	84.47	sp|P04801|SYTC_YEAST Threonine--tRNA ligase, cytoplasmic OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=THS1 PE=1 SV=2	38	5956181.705306751	4374720.992786555	5565143.316038841	3462900.131566707	6134683.293523261	3434895.4848281876	9.1	True	22.6283467516722	22.784760944365097	23.16173623784474	22.754567376990455	22.93044989360277	22.60897800526491	0	0	0	False	False	False	False	False	False	6	3	3	22.85828131129401	22.764665091952708	0.6234401223968136	0.9965342103788666	22.811473201623357	-0.09361621934130326
38	sp|P04802|SYDC_YEAST	P04802	SYDC_YEAST	DPS1	557	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292	1:Experimental evidence at protein level	Aspartate--tRNA ligase, cytoplasmic	1.0	0.999	8	37	37	37	5	8	6	5	9	4	5	8	6	5	9	4	5	8	6	5	9	4	44333280.0	28514030.0	27632590.0	31154960.0	50948376.0	25700310.0	10155091.0	6313845.0	6170447.0	6392181.0	10125938.0	5903200.0		P04802	P04802	False	P04802	False	63.48	sp|P04802|SYDC_YEAST Aspartate--tRNA ligase, cytoplasmic OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=DPS1 PE=1 SV=3	32	16221081.095934948	8025686.187145582	7830966.829746709	9203897.668063562	14640839.621719392	7396327.295514803	13.5	True	22.824643509421776	22.74296226061148	22.88131327719733	22.743777425598196	22.802406169591894	22.80012301695798	0	0	0	False	False	False	False	False	False	6	3	3	22.816306349076864	22.782102204049355	0.7624369925294838	0.9965342103788666	22.79920427656311	-0.034204145027509014
39	sp|P04806|HXKA_YEAST	P04806	HXKA_YEAST	HXK1	485	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292	1:Experimental evidence at protein level	Hexokinase-1	1.0	0.999	4	13	13	25	3	3	2	1	2	2	3	3	2	1	2	2	5	5	4	3	4	4	7615898.0	3939650.0	2684472.5	3619268.0	3812930.2	2714056.0	4615792.0	2419289.8	1495242.0	1991484.2	2049241.2	1652682.9		P04806	P04806	False	P04806	False	53.7	sp|P04806|HXKA_YEAST Hexokinase-1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=HXK1 PE=1 SV=2	27	3302609.796325737	1314218.0478899255	901652.0298190451	1267218.6051410805	1298615.8741054647	925726.6736520028	4.1	True	21.687090460549562	21.359027012668488	20.83631727097906	21.061313199346856	20.49751232136401	20.96343573745718	0	0	0	False	False	False	False	False	False	6	3	3	21.294144914732367	20.84075375272268	0.1702444310058858	0.9965342103788666	21.067449333727524	-0.4533911620096873
40	sp|P04807|HXKB_YEAST	P04807	HXKB_YEAST	HXK2	486	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292	1:Experimental evidence at protein level	Hexokinase-2	1.0	0.999	10	48	36	48	7	7	10	7	10	7	5	5	8	5	8	5	7	7	10	7	10	7	172028370.0	119550370.0	112429840.0	125864680.0	218413040.0	142057280.0	50250480.0	34325324.0	32652776.0	38737236.0	62604196.0	37713090.0		P04807	P04807	False	P04807	False	53.91	sp|P04807|HXKB_YEAST Hexokinase-2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=HXK2 PE=1 SV=4	27	74599552.148407	39880510.676308386	37762574.75099129	44069149.95687759	74387577.52649963	48453758.24317965	26.1	True	25.131577718900214	25.18564484963048	25.28507201587421	25.343118278178217	25.430609969634997	25.475619252523412	0	0	0	False	False	False	False	False	False	6	3	3	25.2007648614683	25.416449166778875	0.0731259421929431	0.9965342103788666	25.308607014123588	0.2156843053105746
41	sp|P04840|VDAC1_YEAST	P04840	VDAC1_YEAST	POR1	283	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292	1:Experimental evidence at protein level	Mitochondrial outer membrane protein porin 1	1.0	0.999	8	39	39	39	6	8	5	8	8	4	6	8	5	8	8	4	6	8	5	8	8	4	179255000.0	125757790.0	133743340.0	148415570.0	201690640.0	103256920.0	51222764.0	36018784.0	39717760.0	39819724.0	57371852.0	30212458.0		P04840	P04840	False	P04840	False	30.41	sp|P04840|VDAC1_YEAST Mitochondrial outer membrane protein porin 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=POR1 PE=1 SV=4	16	131175040.14373937	70792698.05979405	75804668.27319019	87690802.27529256	115918133.03104861	59432899.90251389	32.2	True	25.159225445120715	25.255120987905382	25.567650627224918	25.38288048194338	25.30469370352517	25.15569745324803	0	0	0	False	False	False	False	False	False	6	3	3	25.327332353417006	25.281090546238858	0.7582948371560105	0.9965342103788666	25.304211449827932	-0.04624180717814852
42	sp|P05030|PMA1_YEAST	P05030	PMA1_YEAST	PMA1	918	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292	1:Experimental evidence at protein level	Plasma membrane ATPase 1	1.0	0.999	15	137	30	137	21	19	22	20	36	19	4	5	4	5	8	4	21	19	22	20	36	19	358503800.0	253406180.0	300286820.0	307494270.0	1023495600.0	270024030.0	50759350.0	35412200.0	39186812.0	37632770.0	139004290.0	35040624.0		P05030	P05030	False	P05030	False	99.56	sp|P05030|PMA1_YEAST Plasma membrane ATPase 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=PMA1 PE=1 SV=2	30	139917623.07084504	76079823.76164348	90773438.2463652	96897000.69915998	313725876.7321225	82891289.78481202	19.0	True	25.14611393654037	25.23061798609613	25.548234575943702	25.301386744928273	26.581408117159278	25.369582357365346	0	0	0	False	False	False	False	False	False	6	3	3	25.308322166193403	25.750792406484297	0.2696445888337431	0.9965342103788666	25.52955728633885	0.4424702402908949
43	sp|P05317|RLA0_YEAST	P05317	RLA0_YEAST	RPP0	312	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292	1:Experimental evidence at protein level	60S acidic ribosomal protein P0	1.0	0.999	10	62	62	62	10	12	9	9	13	9	10	12	9	9	13	9	10	12	9	9	13	9	149687550.0	113456320.0	89571064.0	92708680.0	203323220.0	126695180.0	29485092.0	23599350.0	18031958.0	19425768.0	39123108.0	24611746.0		P05317	P05317	False	P05317	False	33.7	sp|P05317|RLA0_YEAST 60S acidic ribosomal protein P0 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RPP0 PE=1 SV=2	12	146050935.85687426	85157126.30059603	67690895.04715213	73035450.63439879	155808572.73470014	97231410.1056017	36.5	True	24.36242603740097	24.645118635253176	24.4284224274026	24.34736889739052	24.75237159842734	24.859900899543586	0	0	0	False	False	False	False	False	False	6	3	3	24.47865570001892	24.653213798453816	0.344168269707151	0.9965342103788666	24.56593474923637	0.1745580984348969
44	sp|P05318|RLA1_YEAST	P05318	RLA1_YEAST	RPP1A	106	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292	1:Experimental evidence at protein level	60S acidic ribosomal protein P1-alpha	0.9243	0.9978	1	5	5	5	1	1	1	1	1	0	1	1	1	1	1	0	1	1	1	1	1	0	13657524.0	7430211.0	7778040.5	7750171.0	16315552.0	6554988.0	0.0	0.0	0.0	0.0	0.0	0.0		P05318	P05318	False	P05318	False	10.9	sp|P05318|RLA1_YEAST 60S acidic ribosomal protein P1-alpha OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RPP1A PE=1 SV=4	4	39977155.64897122	16730722.887021488	17634127.573543128	18316641.920000885	37508301.3710699	15091751.551999798	7.5	False							6	3	3	True	True	True	True	True	True	0	0	0						
