	Protein	Protein ID	Protein entry name	Gene name	Protein length	Organism	Protein Existence	Protein name	Protein Probability	Top Peptide Probability	Total peptides	Spectral count Combined	Unique spectral count Combined	Total spectral count Combined	Spectral count Ctrl_untreated_1	Spectral count Ctrl_untreated_2	Spectral count Ctrl_untreated_3	Spectral count GFP_Atg8_untreated_1	Spectral count GFP_Atg8_untreated_2	Spectral count GFP_Atg8_untreated_3	Unique spectral count Ctrl_untreated_1	Unique spectral count Ctrl_untreated_2	Unique spectral count Ctrl_untreated_3	Unique spectral count GFP_Atg8_untreated_1	Unique spectral count GFP_Atg8_untreated_2	Unique spectral count GFP_Atg8_untreated_3	Total spectral count Ctrl_untreated_1	Total spectral count Ctrl_untreated_2	Total spectral count Ctrl_untreated_3	Total spectral count GFP_Atg8_untreated_1	Total spectral count GFP_Atg8_untreated_2	Total spectral count GFP_Atg8_untreated_3	Intensity Ctrl_untreated_1	Intensity Ctrl_untreated_2	Intensity Ctrl_untreated_3	Intensity GFP_Atg8_untreated_1	Intensity GFP_Atg8_untreated_2	Intensity GFP_Atg8_untreated_3	LFQ intensity Ctrl_untreated_1	LFQ intensity Ctrl_untreated_2	LFQ intensity Ctrl_untreated_3	LFQ intensity GFP_Atg8_untreated_1	LFQ intensity GFP_Atg8_untreated_2	LFQ intensity GFP_Atg8_untreated_3	Indistinguishable Proteins	Protein reported by software	Representative protein	Potential contaminant	Leading proteins	Leading potential contaminants	Molecular weight [kDa]	Fasta header	iBAQ peptides	iBAQ intensity Ctrl_untreated_1	iBAQ intensity Ctrl_untreated_2	iBAQ intensity Ctrl_untreated_3	iBAQ intensity GFP_Atg8_untreated_1	iBAQ intensity GFP_Atg8_untreated_2	iBAQ intensity GFP_Atg8_untreated_3	Sequence coverage	Valid	Expression Ctrl_untreated_1	Expression Ctrl_untreated_2	Expression Ctrl_untreated_3	Expression GFP_Atg8_untreated_1	Expression GFP_Atg8_untreated_2	Expression GFP_Atg8_untreated_3	Missing total	Missing Ctrl_untreated	Missing GFP_Atg8_untreated	Missing Ctrl_untreated_1	Missing Ctrl_untreated_2	Missing Ctrl_untreated_3	Missing GFP_Atg8_untreated_1	Missing GFP_Atg8_untreated_2	Missing GFP_Atg8_untreated_3	Events total	Events Ctrl_untreated	Events GFP_Atg8_untreated	Expression Ctrl_untreated	Expression GFP_Atg8_untreated	P-value GFP_Atg8_untreated vs Ctrl_untreated	Adjusted p-value GFP_Atg8_untreated vs Ctrl_untreated	Average expression GFP_Atg8_untreated vs Ctrl_untreated	Ratio [log2] GFP_Atg8_untreated vs Ctrl_untreated
22	sp|P04456|RL25_YEAST	P04456	RL25_YEAST	RPL25	142	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292	1:Experimental evidence at protein level	60S ribosomal protein L25	1.0	0.999	7	32	32	32	5	5	5	7	6	4	5	5	5	7	6	4	5	5	5	7	6	4	54635950.0	44131610.0	80536580.0	57439256.0	117814460.0	58098370.0	16362419.0	14148020.0	20327904.0	16708719.0	29496352.0	19497744.0		P04456	P04456	False	P04456	False	15.75	sp|P04456|RL25_YEAST 60S ribosomal protein L25 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RPL25 PE=1 SV=4	5	75298559.82501733	58940286.776636824	117135042.08179463	78283173.48886368	176692635.77599972	80250243.41315949	40.8	True	24.263737644387525	24.216915128498346	24.087947522091614	24.034891593343477	24.318354641701717	24.098026011515152	0	0	0	False	False	False	False	False	False	6	3	3	24.18953343165916	24.150424082186777	0.7594277525955928	0.9841555191928069	24.16997875692297	-0.039109349472383315
23	sp|P04802|SYDC_YEAST	P04802	SYDC_YEAST	DPS1	557	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292	1:Experimental evidence at protein level	Aspartate--tRNA ligase, cytoplasmic	1.0	0.999	4	5	5	5	0	0	2	1	2	0	0	0	2	1	2	0	0	0	2	1	2	0	2126999.8	2069650.0	5640388.0	3988115.0	6997021.0	3652723.0	1556278.1	1103936.4	2735205.8	1864825.0	3539704.2	2078139.0		P04802	P04802	False	P04802	False	63.48	sp|P04802|SYDC_YEAST Aspartate--tRNA ligase, cytoplasmic OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=DPS1 PE=1 SV=3	32	458031.81584223587	431896.22375855705	1281807.0639019902	849272.997739069	1639657.1819765659	788350.1880916747	10.4	True	20.8695233857554	20.53704392797024	21.194207347036123	20.871402617882072	21.25951881315948	20.868082865704398	0	0	0	False	False	False	False	False	False	6	3	3	20.86692488692059	20.99966809891532	0.6359574088258126	0.9841555191928069	20.933296492917954	0.13274321199472894
24	sp|P04806|HXKA_YEAST	P04806	HXKA_YEAST	HXK1	485	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292	1:Experimental evidence at protein level	Hexokinase-1	0.9993	0.999	3	6	6	12	1	0	0	2	1	2	1	0	0	2	1	2	2	1	1	3	2	3	897492.6	0.0	1327651.6	1487506.8	0.0	1251868.4	0.0	0.0	0.0	0.0	0.0	0.0		P04806	P04806	False	P04806	False	53.7	sp|P04806|HXKA_YEAST Hexokinase-1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=HXK1 PE=1 SV=2	27	229057.90673645234	0.0	357588.89069980284	375426.4069541068	0.0	320219.169982714	5.4	False							6	3	3	True	True	True	True	True	True	0	0	0						
25	sp|P04807|HXKB_YEAST	P04807	HXKB_YEAST	HXK2	486	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292	1:Experimental evidence at protein level	Hexokinase-2	1.0	0.999	7	31	25	31	4	5	6	4	6	6	3	4	5	3	5	5	4	5	6	4	6	6	28883150.0	26975110.0	39633384.0	43568644.0	49917550.0	45044670.0	8023131.0	7761559.0	11535014.0	12192976.0	14239897.0	13182051.0		P04807	P04807	False	P04807	False	53.91	sp|P04807|HXKB_YEAST Hexokinase-2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=HXK2 PE=1 SV=4	27	7371552.566511371	6671629.764257763	10674832.026142485	10996130.890146252	13863706.450552994	11522111.141670529	20.4	True	23.235588852655834	23.35073333373764	23.270505809818633	23.580340756826658	23.267756814437544	23.533293663159174	0	0	0	False	False	False	False	False	False	6	3	3	23.285609332070702	23.460463744807793	0.22859953231148256	0.9841555191928069	23.373036538439248	0.17485441273709057
26	sp|P04840|VDAC1_YEAST	P04840	VDAC1_YEAST	POR1	283	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292	1:Experimental evidence at protein level	Mitochondrial outer membrane protein porin 1	1.0	0.999	8	33	33	33	5	5	7	6	6	4	5	5	7	6	6	4	5	5	7	6	6	4	23773392.0	23385228.0	43588984.0	35952630.0	40543724.0	33605460.0	5769660.0	5957169.0	10260159.0	8263147.5	10521822.0	8729647.0		P04840	P04840	False	P04840	False	30.41	sp|P04840|VDAC1_YEAST Mitochondrial outer membrane protein porin 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=POR1 PE=1 SV=4	16	10238806.704626191	9760096.310905587	19811639.76645253	15312295.586613517	19001746.097567998	14505819.747025577	33.9	True	22.75990980405685	22.969013757765186	23.101539143129976	23.019053787874242	22.83120265239424	22.938714027923666	0	0	0	False	False	False	False	False	False	6	3	3	22.943487568317337	22.929656822730717	0.9251418190791478	0.9841555191928069	22.93657219552403	-0.013830745586620452
27	sp|P04911|H2A1_YEAST	P04911	H2A1_YEAST	HTA1	132	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292	1:Experimental evidence at protein level	Histone H2A.1	1.0	0.999	5	16	0	16	3	2	3	2	3	3	0	0	0	0	0	0	3	2	3	2	3	3	33764990.0	27614212.0	41218660.0	36598464.0	37234616.0	29436320.0	12220329.0	8797056.0	14023214.0	12610051.0	12039585.0	10738027.0	sp|P04912|H2A2_YEAST	P04911	P04911	False	P04911;P04912	False;False	13.98	sp|P04911|H2A1_YEAST Histone H2A.1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=HTA1 PE=1 SV=2	5	46534472.62299112	36880357.96543217	59949770.32368627	49879544.16989544	55842741.57134203	40659864.38496734	35.6	True	23.842634720494445	23.531407665957772	23.552303095340427	23.628864572673358	23.02560376719017	23.23744774348364	0	0	0	False	False	False	False	False	False	6	3	3	23.64211516059755	23.297305361115722	0.13043934663390822	0.9841555191928069	23.469710260856637	-0.34480979948182977
28	sp|P05030|PMA1_YEAST	P05030	PMA1_YEAST	PMA1	918	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292	1:Experimental evidence at protein level	Plasma membrane ATPase 1	1.0	0.999	29	225	71	225	22	22	56	27	70	28	7	7	16	9	23	9	22	22	56	27	70	28	256899170.0	235276420.0	2021884700.0	558793860.0	4233380400.0	624379260.0	29952136.0	27141612.0	255775790.0	66012980.0	589287100.0	75692850.0		P05030	P05030	False	P05030	False	99.56	sp|P05030|PMA1_YEAST Plasma membrane ATPase 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=PMA1 PE=1 SV=2	30	59009185.71393102	52370850.38207478	490115898.09880334	126928746.79902945	1058171101.0098082	143740658.0056331	36.7	True	25.13601048478882	25.15682137304634	27.74129386465361	26.01704018876927	28.638716882985765	26.054875834570524	0	0	0	False	False	False	False	False	False	6	3	3	26.01137524082959	26.903544302108518	0.421399840350756	0.9841555191928069	26.457459771469054	0.8921690612789277
29	sp|P05317|RLA0_YEAST	P05317	RLA0_YEAST	RPP0	312	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292	1:Experimental evidence at protein level	60S acidic ribosomal protein P0	1.0	0.999	6	19	19	19	3	3	5	2	3	3	3	3	5	2	3	3	3	3	5	2	3	3	35771520.0	27485060.0	40486492.0	30999256.0	57319296.0	43907380.0	8259132.0	6442828.0	9236175.0	7211331.0	13134071.0	10174799.0		P05317	P05317	False	P05317	False	33.7	sp|P05317|RLA0_YEAST 60S acidic ribosomal protein P0 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RPP0 PE=1 SV=2	12	20541602.634893663	15294945.03744094	24535367.15947504	17603525.188082304	35818670.20350161	25270200.72905438	25.0	True	23.277413667620618	23.08208095060749	22.949853468372524	22.822627930476784	23.15113226267183	23.159719100694346	0	0	0	False	False	False	False	False	False	6	3	3	23.10311602886688	23.04449309794765	0.7257687961565676	0.9841555191928069	23.073804563407265	-0.058622930919227656
30	sp|P05319|RLA2_YEAST	P05319	RLA2_YEAST	RPP2A	106	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292	1:Experimental evidence at protein level	60S acidic ribosomal protein P2-alpha	1.0	0.999	3	9	9	9	1	0	2	2	3	1	1	0	2	2	3	1	1	0	2	2	3	1	12703264.0	10334953.0	29345098.0	19795734.0	38208890.0	18907288.0	6600055.0	5435018.0	14884911.0	10396005.0	19169960.0	9945163.0		P05319	P05319	False	P05319	False	10.74	sp|P05319|RLA2_YEAST 60S acidic ribosomal protein P2-alpha OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RPP2A PE=1 SV=1	6	14589561.822038861	11502433.547500743	35567060.42898341	22482778.43091313	47753260.254692264	21763583.388580285	34.9	True	22.95390154606341	22.83667168328729	23.638336650229483	23.35031969496277	23.696665430079566	23.12678572787456	0	0	0	False	False	False	False	False	False	6	3	3	23.142969959860057	23.391256950972302	0.39501318484261344	0.9841555191928069	23.26711345541618	0.24828699111224495
31	sp|P05694|METE_YEAST	P05694	METE_YEAST	MET6	767	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292	1:Experimental evidence at protein level	5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase	1.0	0.999	3	4	4	4	2	0	0	0	2	0	2	0	0	0	2	0	2	0	0	0	2	0	1603815.1	1350324.2	1911236.0	1605922.4	2590880.0	1594580.0	955111.06	778192.56	1155666.6	973619.06	1556770.2	929683.4		P05694	P05694	False	P05694	False	85.81	sp|P05694|METE_YEAST 5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=MET6 PE=1 SV=4	43	257018.28288843925	209701.75870151535	323228.40605292143	254498.7899079923	451823.37942822877	256112.20294323482	5.0	True	20.165163903303803	20.032585962464257	19.95128321251134	19.93379168356345	20.07444600765258	19.7076021119148	0	0	0	False	False	False	False	False	False	6	3	3	20.0496776927598	19.90527993437694	0.6306968572316448	0.9841555191928069	19.977478813568368	-0.14439775838286195
32	sp|P05737|RL7A_YEAST	P05737	RL7A_YEAST	RPL7A	244	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292	1:Experimental evidence at protein level	60S ribosomal protein L7-A	1.0	0.999	9	43	6	43	9	7	8	7	7	5	1	1	1	1	1	1	9	7	8	7	7	5	69484570.0	62064732.0	112549350.0	95881230.0	181300800.0	87431896.0	18616350.0	17190906.0	30953038.0	25097012.0	46051700.0	24466302.0		P05737	P05737	False	P05737	False	27.62	sp|P05737|RL7A_YEAST 60S ribosomal protein L7-A OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RPL7A PE=1 SV=3	12	39901139.962642156	34537914.95101346	68206443.41846812	54448005.05435719	113294370.58736739	50320050.11553426	34.8	True	24.449921833826743	24.497960545057648	24.69456706981459	24.621806072187095	24.961072517828814	24.425514865262805	0	0	0	False	False	False	False	False	False	6	3	3	24.54748314956633	24.669464485092902	0.4967180832442377	0.9841555191928069	24.608473817329617	0.12198133552657353
33	sp|P05738|RL9A_YEAST	P05738	RL9A_YEAST	RPL9A	191	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292	1:Experimental evidence at protein level	60S ribosomal protein L9-A	1.0	0.999	6	41	6	41	7	7	7	7	7	6	1	1	1	1	1	1	7	7	7	7	7	6	68862900.0	64689290.0	91227700.0	78024056.0	112572380.0	76386270.0	16629298.0	14855090.0	22452688.0	17540312.0	25126368.0	18414322.0		P05738	P05738	False	P05738	False	21.56	sp|P05738|RL9A_YEAST 60S ribosomal protein L9-A OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RPL9A PE=1 SV=2	10	47452979.177393146	43198121.527596936	66342278.74169313	53168957.412617035	84415404.2626747	52755496.93496842	26.7	True	24.287078861115084	24.2872723107253	24.23137422725897	24.1049648722587	24.087020249063162	24.015547085300252	0	0	0	False	False	False	False	False	False	6	3	3	24.26857513303312	24.069177402207373	0.07563817419240601	0.9841555191928069	24.16887626762025	-0.19939773082574774
34	sp|P05739|RL6B_YEAST	P05739	RL6B_YEAST	RPL6B	176	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292	1:Experimental evidence at protein level	60S ribosomal protein L6-B	0.9955	0.999	4	1	1	19	0	0	0	0	0	1	0	0	0	0	0	1	3	4	3	2	3	4	8792011.0	8276187.0	19997136.0	14999027.0	30476306.0	13922565.0	0.0	0.0	0.0	0.0	0.0	0.0		P05739	P05739	False	P05739	False	19.97	sp|P05739|RL6B_YEAST 60S ribosomal protein L6-B OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RPL6B PE=1 SV=4	11	5507743.579969786	5024236.649474292	13220222.790661035	9291803.63406352	20775883.290078297	8741359.542331824	6.2	False							6	3	3	True	True	True	True	True	True	0	0	0						
35	sp|P05740|RL17A_YEAST	P05740	RL17A_YEAST	RPL17A	184	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292	1:Experimental evidence at protein level	60S ribosomal protein L17-A	1.0	0.999	8	12	12	82	2	2	2	2	2	2	2	2	2	2	2	2	12	14	15	13	15	13	25658718.0	18864556.0	43576056.0	28635436.0	50508936.0	27735304.0	15790632.0	11553156.0	26846296.0	17780560.0	31624956.0	17224708.0		P05740	P05740	False	P05740	False	20.54	sp|P05740|RL17A_YEAST 60S ribosomal protein L17-A OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RPL17A PE=1 SV=4	7	25258938.121410236	17996208.88121308	45270317.389746904	27876316.159572277	54107819.99377472	27364486.63506857	5.4	True	24.212420508462355	23.924601974443576	24.489209107220752	24.124591224835935	24.418881575972602	23.919198331919787	0	0	0	False	False	False	False	False	False	6	3	3	24.20874386337556	24.154223710909445	0.7974971963291404	0.9841555191928069	24.181483787142504	-0.054520152466114524
36	sp|P05744|RL33A_YEAST	P05744	RL33A_YEAST	RPL33A	107	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292	1:Experimental evidence at protein level	60S ribosomal protein L33-A	0.995	0.999	2	10	8	10	3	1	2	1	2	1	2	1	1	1	2	1	3	1	2	1	2	1	34594070.0	27760254.0	39772870.0	35366430.0	54957756.0	36443720.0	23883364.0	18603904.0	27891088.0	24309816.0	37654750.0	24522634.0		P05744	P05744	False	P05744	False	12.15	sp|P05744|RL33A_YEAST 60S ribosomal protein L33-A OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RPL33A PE=1 SV=3	5	47677099.95865062	37075405.40107826	57846965.952164195	48200421.944388576	82423080.86778367	50339061.162663065	25.2	True	24.8093576502848	24.61192036530411	24.544290268179743	24.57582943587832	24.67064997013009	24.428832754545525	0	0	0	False	False	False	False	False	False	6	3	3	24.65518942792288	24.55843738685131	0.46172529964615194	0.9841555191928069	24.606813407387094	-0.09675204107157143
37	sp|P05747|RL29_YEAST	P05747	RL29_YEAST	RPL29	59	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292	1:Experimental evidence at protein level	60S ribosomal protein L29	0.9643	0.999	1	16	16	16	3	3	2	2	3	3	3	3	2	2	3	3	3	3	2	2	3	3	195441330.0	185922020.0	74660470.0	138150830.0	95396640.0	306792580.0	0.0	0.0	0.0	0.0	0.0	0.0		P05747	P05747	False	P05747	False	6.66	sp|P05747|RL29_YEAST 60S ribosomal protein L29 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RPL29 PE=1 SV=3	2	673386784.6759301	620773702.6188036	271471587.6716073	470709674.2565969	357678585.5864842	1059417812.5114012	13.6	False							6	3	3	True	True	True	True	True	True	0	0	0						
38	sp|P05748|RL15A_YEAST	P05748	RL15A_YEAST	RPL15A	204	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292	1:Experimental evidence at protein level	60S ribosomal protein L15-A	1.0	0.999	5	14	5	14	1	1	4	2	5	1	1	1	1	1	1	0	1	1	4	2	5	1	12830546.0	9754216.0	22380752.0	9347084.0	39973140.0	12688830.0	3835764.2	3046103.2	6726692.5	3374271.5	11753202.0	3765861.8		P05748	P05748	False	P05748	False	24.41	sp|P05748|RL15A_YEAST 60S ribosomal protein L15-A OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RPL15A PE=1 SV=3	8	11051807.870649233	8142070.506849559	20344562.118094422	7961882.793047732	37468657.639961205	10954284.260989169	25.0	True	22.170937533943643	22.00135169025287	22.492455269094073	21.726938427435925	22.990871956372654	21.72577076777359	0	0	0	False	False	False	False	False	False	6	3	3	22.221581497763527	22.147860383860728	0.8577546338446542	0.9841555191928069	22.184720940812127	-0.07372111390279912
39	sp|P05749|RL22A_YEAST	P05749	RL22A_YEAST	RPL22A	121	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292	1:Experimental evidence at protein level	60S ribosomal protein L22-A	1.0	0.999	5	24	17	24	4	4	4	4	4	4	3	3	2	3	3	3	4	4	4	4	4	4	21823744.0	16599693.0	27687006.0	25016684.0	29840504.0	21545478.0	9447727.0	6986432.5	11989103.0	10606220.0	12800369.0	9145974.0		P05749	P05749	False	P05749	False	13.68	sp|P05749|RL22A_YEAST 60S ribosomal protein L22-A OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RPL22A PE=1 SV=3	5	30077201.790942833	22169838.485931758	40268889.15482754	34094895.20003671	44753397.03330358	29760384.911880877	68.6	True	23.471390776637215	23.198942826572633	23.326209778121015	23.379201041238993	23.114003503213713	23.005927528912082	0	0	0	False	False	False	False	False	False	6	3	3	23.33218112711029	23.166377357788264	0.3154284789398595	0.9841555191928069	23.249279242449276	-0.16580376932202512
40	sp|P05750|RS3_YEAST	P05750	RS3_YEAST	RPS3	240	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292	1:Experimental evidence at protein level	40S ribosomal protein S3	1.0	0.999	5	42	42	42	7	7	6	7	8	7	7	7	6	7	8	7	7	7	6	7	8	7	62776550.0	60482350.0	167768030.0	105503170.0	221595020.0	91423860.0	26138806.0	26572550.0	74104580.0	41589756.0	98593016.0	43071148.0		P05750	P05750	False	P05750	False	26.49	sp|P05750|RS3_YEAST 40S ribosomal protein S3 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RPS3 PE=1 SV=5	16	27036821.713674743	25243010.720695157	76252288.30035132	44934006.89642832	103855588.26627526	39463171.57203924	31.7	True	24.939544835540282	25.126251645729226	25.954048765203655	25.35051868313346	26.059303557918764	25.241440582984858	0	0	0	False	False	False	False	False	False	6	3	3	25.339948415491055	25.550420941345692	0.5683242870115945	0.9841555191928069	25.44518467841837	0.21047252585463738
41	sp|P05755|RS9B_YEAST	P05755	RS9B_YEAST	RPS9B	195	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292	1:Experimental evidence at protein level	40S ribosomal protein S9-B	1.0	0.999	6	21	4	21	3	3	4	4	3	4	0	0	1	1	1	1	3	3	4	4	3	4	26091278.0	17468338.0	35571348.0	20680516.0	38828824.0	29937106.0	10891999.0	8116535.0	13295352.0	9418698.0	15222638.0	12618010.0		P05755	P05755	False	P05755	False	22.29	sp|P05755|RS9B_YEAST 40S ribosomal protein S9-B OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RPS9B PE=1 SV=4	10	17979330.984399084	11664981.758327223	25868067.31106636	14092595.679401046	29116830.211853437	20675795.5824368	27.7	True	23.676620349110884	23.415250833250525	23.47540802845881	23.20789000899245	23.36403649507043	23.470203205180336	0	0	0	False	False	False	False	False	False	6	3	3	23.52242640360674	23.347376569747738	0.23800499643830234	0.9841555191928069	23.43490148667724	-0.17504983385900275
42	sp|P05756|RS13_YEAST	P05756	RS13_YEAST	RPS13	151	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292	1:Experimental evidence at protein level	40S ribosomal protein S13	1.0	0.999	4	26	26	26	5	4	5	4	4	4	5	4	5	4	4	4	5	4	5	4	4	4	32468442.0	27959276.0	50225304.0	34847948.0	67477010.0	44126670.0	14536341.0	12436540.0	22498142.0	15206499.0	30200564.0	19956462.0		P05756	P05756	False	P05756	False	17.02	sp|P05756|RS13_YEAST 40S ribosomal protein S13 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RPS13 PE=1 SV=3	9	24859770.519045766	20745117.02996181	40582960.33933985	26385438.85788667	56221596.94141813	33861879.51105993	25.2	True	24.09301576253938	24.03090013051571	24.234291916776137	23.89897850104915	24.35239359574016	24.131574779721838	0	0	0	False	False	False	False	False	False	6	3	3	24.119402603277077	24.127648958837046	0.9578885061104305	0.9841555191928069	24.12352578105706	0.008246355559968777
43	sp|P05759|RS31_YEAST	P05759	RS31_YEAST	RPS31	152	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292	1:Experimental evidence at protein level	Ubiquitin-40S ribosomal protein S31	1.0	0.999	5	25	19	25	5	4	3	4	3	6	4	3	2	3	2	5	5	4	3	4	3	6	55254908.0	62613420.0	56925080.0	54388140.0	48084932.0	65397228.0	42766540.0	43175148.0	45734656.0	39563610.0	48812644.0	77860620.0		P05759	P05759	False	P05759	False	17.21	sp|P05759|RS31_YEAST Ubiquitin-40S ribosomal protein S31 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RPS31 PE=1 SV=3	6	63459666.44769956	69686500.04811381	68994752.04631162	61770707.81459701	60096283.145759545	75276688.27808608	30.9	True	25.64983408567248	25.82651608808913	25.257773854468365	25.278464533653235	25.045073002686003	26.095612638749873	0	0	0	False	False	False	False	False	False	6	3	3	25.578041342743322	25.47305005836304	0.7487558825390495	0.9841555191928069	25.52554570055318	-0.10499128438028293
44	sp|P06105|SC160_YEAST	P06105	SC160_YEAST	SCP160	1222	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292	1:Experimental evidence at protein level	Protein SCP160	0.9385	0.9982	1	2	2	2	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	1796509.6	1917379.4	1932920.6	1854614.0	2659597.0	2166355.5	0.0	0.0	0.0	0.0	0.0	0.0		P06105	P06105	False	P06105	False	134.73	sp|P06105|SC160_YEAST Protein SCP160 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=SCP160 PE=1 SV=3	72	171939.3264668455	177831.2323065785	195229.38091348586	175529.71950450508	276995.80672106845	207801.96228018677	0.7	False							6	3	3	True	True	True	True	True	True	0	0	0						
45	sp|P06168|ILV5_YEAST	P06168	ILV5_YEAST	ILV5	395	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292	1:Experimental evidence at protein level	Ketol-acid reductoisomerase, mitochondrial	1.0	0.999	7	28	28	28	4	4	6	4	4	6	4	4	6	4	4	6	4	4	6	4	4	6	15418230.0	13262762.0	17560726.0	17422642.0	20936906.0	20100588.0	4614870.0	4067041.2	5173264.0	5310963.0	6135780.5	6115331.0		P06168	P06168	False	P06168	False	44.34	sp|P06168|ILV5_YEAST Ketol-acid reductoisomerase, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=ILV5 PE=1 SV=1	19	5591896.111062005	4661362.228321636	6721288.306757349	6248705.15989037	8263209.407791539	7306469.499138103	24.8	True	22.437713507185464	22.41836647571215	22.113632776389657	22.38133584589379	22.053136881631065	22.425221299581185	0	0	0	False	False	False	False	False	False	6	3	3	22.323237586429087	22.286564675702014	0.8438501911794525	0.9841555191928069	22.30490113106555	-0.03667291072707357
46	sp|P06169|PDC1_YEAST	P06169	PDC1_YEAST	PDC1	563	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292	1:Experimental evidence at protein level	Pyruvate decarboxylase isozyme 1	1.0	0.999	19	175	135	175	27	28	28	32	32	28	22	21	21	24	24	23	27	28	28	32	32	28	538008060.0	460409020.0	740375700.0	610473100.0	745754500.0	683468160.0	71416296.0	64092356.0	89547830.0	78553760.0	110032104.0	99169090.0		P06169	P06169	False	P06169	False	61.46	sp|P06169|PDC1_YEAST Pyruvate decarboxylase isozyme 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=PDC1 PE=1 SV=7	28	132406384.21958539	109804027.38758616	192290480.15873694	148572394.20515704	199722828.4790412	168582570.15873078	40.7	True	26.389604904682205	26.39646726842851	26.22714452681184	26.267970794386134	26.217670717705854	26.444609323172987	0	0	0	False	False	False	False	False	False	6	3	3	26.337738899974184	26.31008361175499	0.806463935452055	0.9841555191928069	26.323911255864587	-0.027655288219193608
